CONSECUTIVO;COMPONENTE;COMPETENCIA;ESTRATEGIA;GRADO INICIO;GRADO FINAL;GRUPO GRADO;GRADO UNICO;IDDOCENTE
2441;82;Hace recuentos de lo vivido y aprendido, registrando experiencias por medio del dibujo y otras técnicas grafico-plásticas.;;0;0;0-0;0;admin
2442;82;Realiza recuentos cortos orales y escritos retomando elementos iníciales y finales.;;0;0;0-0;0;admin
2443;82;Representa de manera gráfica algunos elementos del texto leído: Personajes objetos, escenario, utilizando diferentes técnicas.;;0;0;0-0;0;admin
2444;82;Dibuja y marca la lista de objetos representativos del texto leído.;;0;0;0-0;0;admin
2445;82;Personajes objetos, escenario, utilizando diferentes técnicas.;;0;0;0-0;0;admin
2446;82;Predice al contenido de un texto a partir de las imágenes y el título.;;0;0;0-0;0;admin
2447;82;Elabora listas a partir de diferentes grupos semánticos (Nombre de frutas, juguetes, mercado, los amigos) de acuerdo a la hipótesis en la que se encuentra.;;0;0;0-0;0;admin
2448;82;Nombra algunas diferencias entre el cuento, la canción y la ronda.;;0;0;0-0;0;admin
2449;82;Responde de manera oral, a preguntas de tipo literal e inferencial de los textos leídos.;;0;0;0-0;0;admin
2450;82;Dramatiza el contenido de textos narrativos cortos como los cuentos, las canciones.;;0;0;0-0;0;admin
2451;82;Identifica y diferencia las diferentes dependencias que hay en la institución.;;0;0;0-0;0;admin
2452;82;Da razón de normas de cuidados para el adecuado manejo de los enseres de la institución.;;0;0;0-0;0;admin
2453;81;Comprender la importancia del cuerpo y sus cuidados.;;0;0;0-0;0;admin
2454;81;Explicar las partes fundamentales del cuerpo humano y su importancia.;;0;0;0-0;0;admin
2455;81;Demuestra patrones básicos de movimiento acorde a su desarrollo físico y edad.;;0;0;0-0;0;admin
2456;83;Analiza e interpreta a través del juego ritmos musicales, retahílas, trabalenguas, coplas de su comunidad. ;;0;0;0-0;0;admin
2457;83;Identifica elementos constitutivos del mundo y de la música en los sonidos de su cuerpo (ritmo del corazón).;;0;0;0-0;0;admin
2458;83;Reconoce la importancia de las expresiones musicales de su entorno.;;0;0;0-0;0;admin
2459;83;Expresa por medio de la música sentimientos y emociones.;;0;0;0-0;0;admin
2460;83;Canto y memorizo cantos infantiles y rondas.;;0;0;0-0;0;admin
2461;83;Expresa por medio de la música sentimientos y emociones.;;0;0;0-0;0;admin
2462;83;Realiza movimientos según las situaciones, según las expresiones del rostro y manejo adecuado de la voz.;;0;0;0-0;0;admin
2463;83;Participa en juegos musicales en los que transmite sus intuiciones, sentimientos y fantasías  musicales.;;0;0;0-0;0;admin
2464;83;Reconoce la función de los elementos plásticos para realizar una buena producción Artística. ;;0;0;0-0;0;admin
2465;83;Utiliza adecuadamente los materiales que permiten la expresión plástica de su sentir.;;0;0;0-0;0;admin
2466;83;Realiza experiencias estéticas y artísticas, creativas e imaginativas por medio de dibujos, libres  ;;0;0;0-0;0;admin
2467;83;Demuestra sensibilidad e imaginación en su relación espontánea y cotidiana con los demás, con la naturaleza y con su entorno.;;0;0;0-0;0;admin
2468;83;Identifica y compara cualidades del movimiento y del lenguaje de la danza.;;0;0;0-0;0;admin
2469;83;Identifica su esquema corporal y las características de su voz.;;0;0;0-0;0;admin
2470;83;Participa en juegos libres, realiza formas corporales expresivas e inventa rondas y cuentos, formas  e danzas, rituales en los que trasmite sus sentimientos y fantasías.;;0;0;0-0;0;admin
2471;83;Demuestra capacidad de escucha en las situaciones del área que lo requiere.;;0;0;0-0;0;admin
2472;80;Construye figuras geométricas, caricaturizando las formas de sus caras.;;0;0;0-0;0;admin
2473;80;Maneja con habilidad la noción del tiempo.;;0;0;0-0;0;admin
2474;80;Identifica datos mediante una información determinada.;;0;0;0-0;0;admin
2475;80;Aplica los valores de la regleta para expresar igualdades que la representen.;;0;0;0-0;0;admin
2476;80;Describe el movimiento de las cosas como cambio de lugar.;;0;0;0-0;0;admin
2477;80;Narra la experiencia de la vida cotidiana incluyendo la noción del tiempo en términos de ayer, hoy y mañana.;;0;0;0-0;0;admin
2478;80;Relaciona fenómenos naturales con situaciones y actividades de la cotidianidad.;;0;0;0-0;0;admin
2479;80;Manifiesta interés por trabajar algunos temas relacionados con la energía.;;0;0;0-0;0;admin
2480;80;Plantea preguntas y hace conjeturas con relación a los sonidos que se escuchan en su entorno inmediato.;;0;0;0-0;0;admin
2481;82;Describe oralmente situaciones y experiencias cotidianas.;;0;0;0-0;0;admin
2482;82;Interpreta imágenes, carteles y fotografías.;;0;0;0-0;0;admin
2483;82;Demuestra respeto en la interacción con el otro.;;0;0;0-0;0;admin
2484;82;Emplea las estructuras orales relacionadas con las rutinas diarias para comunicarse en inglés.;;0;0;0-0;0;admin
2485;82;Sigue patrones de pronunciación, entonación y ritmo en su comunicación.;;0;0;0-0;0;admin
2486;31;Reconoce el funcionamiento  de los útiles escolares.;;0;0;0-0;0;admin
2487;30;Explica la función de cada uno de los útiles escolares.;;0;0;0-0;0;admin
2488;31;Maneja adecuadamente los implementos de trabajo de acuerdo a su funcionalidad.;;0;0;0-0;0;admin
2489;31;Comparte diversos materiales en grupo.;;0;0;0-0;0;admin
2490;81;Ejecuto e identifico patrones básicos de movimiento, como: saltar, caminar, correr, en diferentes espacios que me permiten actuar en mi entorno.;;0;0;0-0;0;admin
2491;83;Identifica los diferentes tipos de sonidos y los produce a través de diferentes objetos. ;;0;0;0-0;0;admin
2492;83;Realiza con agrado las construcciones artísticas orientadas por el profesor.;;0;0;0-0;0;admin
2493;83;Demuestra respeto y tolerancia por las producciones artísticas propias y de sus compañeros. ;;0;0;0-0;0;admin
2494;83;Describe algunas características de las construcciones artísticas propias y de sus compañeros.;;0;0;0-0;0;admin
2495;83;Despierta la curiosidad y el deseo de experimentar con gran variedad de materiales.;;0;0;0-0;0;admin
2496;83;Realiza con agrado las construcciones artísticas orientadas por el profesor.;;0;0;0-0;0;admin
2497;83;Utiliza de manera adecuada las diferentes técnicas en sus procedimientos.;;0;0;0-0;0;admin
2498;83;Despierto la curiosidad y el deseo de experimentar con gran variedad de materiales.;;0;0;0-0;0;admin
2499;83;Escucha de una manera atenta a sus compañeros.;;0;0;0-0;0;admin
2500;83;Pide la palabra de manera respetuosa y tolerante.;;0;0;0-0;0;admin
2501;84;Reconoce en los demás el afecto que le brindan.;;0;0;0-0;0;admin
2502;84;Reconoce valores básicos para la convivencia.;;0;0;0-0;0;admin
2503;84;Reflexiona sobre la importancia de compartir con sus compañeros.;;0;0;0-0;0;admin
2504;84;Expresa con alegría sentimientos de amor y de gratitud.;;0;0;0-0;0;admin
2505;82;Comparar y relacionar los días de la semana y tiempos;;0;0;0-0;0;admin
2506;80;Realiza sumas y restas en el círculo del 1 al 10.;;0;0;0-0;0;admin
2507;80;Diferencia y dibuja las formas de las figuras planas.;;0;0;0-0;0;admin
2508;80;Compara y relaciona los días de la semana y tiempos.;;0;0;0-0;0;admin
2509;80;Asimila, memoriza y aplica conocimientos.;;0;0;0-0;0;admin
2510;80;Posee habilidad en la atención y concentración.;;0;0;0-0;0;admin
2511;80;Observa con atención diferentes situaciones del entorno.;;0;0;0-0;0;admin
2512;80;Analiza y sintetiza situaciones generales.;;0;0;0-0;0;admin
2513;80;Identifica probabilidades y sucesos en determinado evento.;;0;0;0-0;0;admin
2514;80;Expresa en forma gráfica igualdades que correspondan a problemas que contengan una pregunta.;;0;0;0-0;0;admin
2515;83;Describe y relaciona los seres vivos de su entorno.;;0;0;0-0;0;admin
2516;80;Razona con fluidez sobre las orientaciones de educación sexual.;;0;0;0-0;0;admin
2517;83;Dialoga sobre la función que realizan los seres vivos para mantener la vida.;;0;0;0-0;0;admin
2518;83;Identifica los seres vivos del entorno que le rodea. ;;0;0;0-0;0;admin
2519;83;Explica las características de los seres vivos.;;0;0;0-0;0;admin
2520;83;Comprende la importancia del medio ambiente para los seres vivos.;;0;0;0-0;0;admin
2521;83;Establece relaciones con el medio ambiente y con las actividades que desarrollan las personas de su entorno.;;0;0;0-0;0;admin
2522;80;Realiza prácticas de atención y cuidados con su cuerpo y demás seres de su entorno.;;0;0;0-0;0;admin
2523;80;Valora la importancia de conservar la vida.;;0;0;0-0;0;admin
2524;82;Recrea la historia de los textos leídos.;;0;0;0-0;0;admin
2525;82;Incorpora nuevas palabras en su vocabulario.;;0;0;0-0;0;admin
2526;82;Demuestra respeto en la interacción con el otro.;;0;0;0-0;0;admin
2527;82;Emplea las estructuras orales relacionadas con las rutinas diarias para comunicarse en inglés.;;0;0;0-0;0;admin
2528;82;Sigue patrones de pronunciación, entonación y ritmo en su comunicación.;;0;0;0-0;0;admin
2529;30;"Reconocer el computador,
su función, partes y utilidad
de cada una.";;0;0;0-0;0;admin
2530;31;"Explicar la función de cada
una de las partes del
computador y su utilidad.";;0;0;0-0;0;admin
2531;81;Reconoce la importancia del juego y la ronda.;;0;0;0-0;0;admin
2532;81;Diferencia las clases de juego.;;0;0;0-0;0;admin
2533;81;Propone actividades en el desarrollo de la clase.;;0;0;0-0;0;admin
2534;81;Sugiere otras normas en el juego.;;0;0;0-0;0;admin
2535;81;Respeta el turno en las actividades realizadas.;;0;0;0-0;0;admin
2536;81;Acata las normas establecidas en el juego.;;0;0;0-0;0;admin
2537;83;Identifica los Pasos de la higiene y mantenimiento de la voz.;;0;0;0-0;0;admin
2538;83;Reconoce la diferencia entre sonido y ruido y lo interioriza en su cotidianidad.;;0;0;0-0;0;admin
2539;83;Realiza adecuadamente los ejercicios de calentamiento de la voz.;;0;0;0-0;0;admin
2540;83;Es solidario con sus compañeros y lo demuestra con su trabajo en equipo.;;0;0;0-0;0;admin
2541;83;Emplea con creatividad y recursividad diferentes elementos para colorear.;;0;0;0-0;0;admin
2542;83;Elabora paisajes con diferentes componentes compartiendo materiales en equipo.;;0;0;0-0;0;admin
2543;83;Practica el trabajo en escala mediante técnicas orientadoras.;;0;0;0-0;0;admin
2544;83;Valora las muestras artísticas presentadas por los compañeros.;;0;0;0-0;0;admin
2545;83;Muestra interés y gozo por las diferentes actividades artísticas realizadas.;;0;0;0-0;0;admin
2546;83;Participa activamente en las actividades propuestas con respeto y cooperación.;;0;0;0-0;0;admin
2547;83;Cuida y utiliza adecuadamente los materiales de trabajo propios del área.;;0;0;0-0;0;admin
2548;84;Conoce los criterios que favorecen una buena salud y cuidado de la naturaleza.;;0;0;0-0;0;admin
2549;84;Realiza campañas de aseo y conservación del ambiente.;;0;0;0-0;0;admin
2550;84;Valora la importancia de tener un nombre.;;0;0;0-0;0;admin
2551;80;Infiere situaciones que pueden presentarse ante la presencia de varias condiciones.;;0;0;0-0;0;admin
2552;80;Determina las condiciones para que la igualdad se cumpla.;;0;0;0-0;0;admin
2553;80;Identifica los días de la semana, ubicándose en el presente, pasado y futuro.;;0;0;0-0;0;admin
2554;80;Caracteriza los objetos de su entorno inmediato en cuanto a color, forma, tamaño y textura.;;0;0;0-0;0;admin
2555;83;Establece diferencias entre las diferentes sustancias del medio.;;0;0;0-0;0;admin
2556;83;Describe con claridad la importancia y aplicaciones del agua en la vida cotidiana.;;0;0;0-0;0;admin
2557;82;Evidencia de manera práctica que la lengua es un instrumento de comunicación y que soluciona  los problemas que le plantea la construcción de otros textos.;;0;0;0-0;0;admin
2558;30;Reconoce el funcionamiento y aplicabilidad de los elementos básicos del computador;;0;0;0-0;0;admin
2559;31;Realiza tareas básicas desarrollando su motricidad fina con el manejo del mouse.;;0;0;0-0;0;admin
2560;81;Experimento diferentes juegos de equilibrio en varias superficies.;;0;0;0-0;0;admin
