CONSECUTIVO;COMPONENTE;COMPETENCIA;ESTRATEGIA;GRADO INICIO;GRADO FINAL;GRUPO GRADO;GRADO UNICO;IDDOCENTE
1723;41;Identifica   los valores éticos y  morales contenidos en los  mandamientos de la  ley de Dios   relacionados con la  protección de la vida y con la fe de Dios  como Padre.;;1;1;1-1;1;admin
1724;42;Explica el contenido de textos Bíblicos fundamentales del  Antiguo Testamento  sobre la creación y la vida como obra de  Dios.;;1;1;1-1;1;admin
1725;42;Establece relaciones de semejanza y diferencia entre expresiones de fe en Dios como Creador, presentes en la cultura y la vida actual con las fuentes, documentos y testimonios del cristianismo.;;1;1;1-1;1;admin
1726;42;Relaciona  la fe en  Dios Padre Creador con fórmulas y  símbolos presentes  en la liturgia de la  Iglesia y en las costumbres o prácticas religiosas populares.;;1;1;1-1;1;admin
1727;42;Establece relaciones   de semejanza   entre   credos religiosos que  creen en Dios como Creador y autor de la Vida;;1;1;1-1;1;admin
1728;43;Reconoce que Dios es nuestro     Padre y nosotros  somos sus hijos.;;1;1;1-1;1;admin
1729;43;Distingue el valor que para los  cristianos tiene el  mundo, la vida humana como obra de Dios y las actitudes que ellos asumen frente a su protección y defensa.;;1;1;1-1;1;admin
1730;43;"Reconoce la  Formula ""Creo en Dios Padre  Creador del cielo y de la tierra"".";;1;1;1-1;1;admin
1731;44;Confronta los conocimientos y valores adquiridos en clase con la experiencia personal, familiar y de la comunidad de pertenencia.;;1;1;1-1;1;admin
1732;44;Es curioso y atento a los comentarios se interrogantes de orden religiosos que hacen los adultos sobre la vida y sobre Dios como su autor.;;1;1;1-1;1;admin
1733;44;Relaciona los modelos presentes en los textos bíblicos litúrgicos con acciones o comportamientos de los creyentes en relación con la vida.;;1;1;1-1;1;admin
1734;41;Conoce la persona, la vida y el mensaje de Jesucristo, centro  de la fe cristiana,  tal como es testimoniado en la  Biblia y en la  tradición de la Iglesia.;;1;1;1-1;1;admin
1735;41;Interpreta el  significado de    las    principales manifestaciones religiosas del  contexto como la navidad y la semana santa. ;;1;1;1-1;1;admin
1736;41;Identifica   los valores éticos y morales contenidos     en la enseñanza de  Jesucristo sobre la creación y la vida;;1;1;1-1;1;admin
1737;41;Comprende la participación de la Virgen María en el nacimiento de Cristo.;;1;1;1-1;1;admin
1738;42;Explica mediante la narración la vida de  Jesucristo y su  enseñanza sobre  Dios Padre, la creación y la vida. ;;1;1;1-1;1;admin
1739;42;Expone de memoria frases de Jesucristo sobre la v ida.;;1;1;1-1;1;admin
1740;42;Establece relaciones de semejanza entre   textos bíblicos sobre Jesucristo presentes en los cantos litúrgicos con las palabras de Jesús tomadas de los evangelios.;;1;1;1-1;1;admin
1741;42;Distingue el valor  y las actitudes que tienen los  cristianos frente al  mundo y la vida  humana. ;;1;1;1-1;1;admin
1742;42;Relaciona  expresiones  de culto mariano con  textos evangélicos    sobre la Virgen y su Hijo Jesús. ;;1;1;1-1;1;admin
1743;43;"Reconoce la fórmula del Credo ""Creo en Jesucristo nuestro señor, que nació de Santa María virgen…"".";;1;1;1-1;1;admin
1744;43;Asume comportamientos acordes con el mensaje de Jesús.;;1;1;1-1;1;admin
1745;43;Establece la relación de semejanza o diferencia entre las propias acciones y las contenidas en los relatos bíblicos y acciones litúrgicas.;;1;1;1-1;1;admin
1746;44;Respeta las opciones religiosas de sus compañeros.;;1;1;1-1;1;admin
1747;44;Valora los conocimientos sobre Jesucristo en relación con la experiencia religiosa de la familia y su comunidad.;;1;1;1-1;1;admin
1748;44;Tiene en cuenta  los modelos presentes en los textos bíblicos y litúrgicos frente a las  acciones o comportamientos de los cristianos en relación con la vida.;;1;1;1-1;1;admin
1749;44;Participa en acciones a favor de la vida, fundamentadas en las enseñanzas de Jesús.;;1;1;1-1;1;admin
1750;41;Identifica la presencia constante de Cristo en la Iglesia como dador de vida nueva.;;1;1;1-1;1;admin
1751;41;Conoce   e  interpreta acciones  de la Iglesia a favor de la creación y de la vida.;;1;1;1-1;1;admin
1752;41;Encuentra el significado  religioso   relacionado con  el ;;1;1;1-1;1;admin
1753;41;Bautismo, la  Eucaristía y la  celebración cristiana  de la muerte. ;;1;1;1-1;1;admin
1754;41;Descubre los valores;;1;1;1-1;1;admin
1755;41;éticos y morales de  la fe cristiana  derivados del Bautismo y la  Eucaristía;;1;1;1-1;1;admin
1756;42;Distingue el valor  que para la Iglesia tiene el  mundo y la vida  humana, y las actitudes que ella asume para su protección y defensa.;;1;1;1-1;1;admin
1757;42;Explica los signos  utilizados en la  celebración del  Bautismo y de la Eucaristía, como sacramentos de  vida.;;1;1;1-1;1;admin
1758;42;Identifica la  presencia de la Iglesia en su entorno y valora el papel que  ella desempeña a favor de una vida social digna.;;1;1;1-1;1;admin
1759;42;"Explica oraciones  marianas y frases  como ""bendito el  fruto de vientre"".";;1;1;1-1;1;admin
1760;42;Defiende el pensamiento y actitudes de la Iglesia frente a la violación de los derechos de los niños.  ;;1;1;1-1;1;admin
1761;43;Respeta los símbolos, signos, palabras y lugares religiosos, y las opciones religiosas adquiridas en el hogar, en relación con la vida.;;1;1;1-1;1;admin
1762;43;"Reconoce el significado de la  expresión ""Creo en la Iglesia…”.";;1;1;1-1;1;admin
1763;44;Se interesa por indagar acerca de la actividad de la Iglesia en favor de la vida.;;1;1;1-1;1;admin
1764;44;Confronta los conocimientos y valores adquiridos en clase con la experiencia religiosa de la  familia y la comunidad de pertenencia, con el fin de apoyar las campañas a favor de la vida.;;1;1;1-1;1;admin
1765;41;Reconoce las  características esenciales de la  amistad.;;2;2;2-2;2;admin
1766;41;Menciona algunas expresiones que  acompañan la amistad.;;2;2;2-2;2;admin
1767;41;Identifica relatos ;;2;2;2-2;2;admin
1768;41;Bíblicos en los que se manifiesta la  amistad de Dios con los seres humanos. ;;2;2;2-2;2;admin
1769;41;Reconoce que Dios   nos manifiesta su  amistad a través de alianzas. ;;2;2;2-2;2;admin
1770;41;Comprende que las  ofensas hechas a los amigos dañan la amistad con Dios.;;2;2;2-2;2;admin
1771;41;Identifica las  acciones que permiten construir la amistad con las personas y recuperarla cuando se ha perdido.;;2;2;2-2;2;admin
1772;42;Demuestra con ejemplos las características   propias de la amistad.;;2;2;2-2;2;admin
1773;42;Establece diferencias entre una verdadera amistad y una que no lo es. ;;2;2;2-2;2;admin
1774;42;A partir de relatos  bíblicos explica  porque la amistad de ;;2;2;2-2;2;admin
1775;42;Dios es diferente a la  amistad entre los  seres humanos.;;2;2;2-2;2;admin
1776;42;Explica por qué razón   las ofensas hechas a los amigos dañan la amistad con Dios. ;;2;2;2-2;2;admin
1777;42;Explica  las  ventajas   de reconciliarse con las personas y con Dios.;;2;2;2-2;2;admin
1778;43;Manifiesta alegría al compartir con sus amigos y amigas.;;2;2;2-2;2;admin
1779;43;Rechaza los actos que atentan contra la amistad.;;2;2;2-2;2;admin
1780;43;Muestra actitudes conciliadoras en la solución de conflictos.;;2;2;2-2;2;admin
1781;43;Manifiesta actitudes de agradecimiento con Dios por el don de la amistad.;;2;2;2-2;2;admin
1782;43;Demuestra actitudes de convivencia armónica con su medio ambiente.;;2;2;2-2;2;admin
1783;44;Establece diferencias y semejanzas entre las características de la amistad y las situaciones de su entorno.;;2;2;2-2;2;admin
1784;44;Contribuye a crear un clima de amistad en el grupo escolar.;;2;2;2-2;2;admin
1785;44;Ayuda en la solución amistosa de los conflictos en el medio escolar.;;2;2;2-2;2;admin
1786;41;Comprende las formas de la búsqueda de Dios  por parte de la humanidad,  presentes en la cultura.;;2;2;2-2;2;admin
1787;41;Conoce relatos  bíblicos en los cuales   se   manifiestan   las ;;2;2;2-2;2;admin
1788;41;Características de la  amistad de Dios hacia su pueblo.;;2;2;2-2;2;admin
1789;41;Comprende el  sentido y el contenido de la  alianza que Dios estableció con el  pueblo de Israel.;;2;2;2-2;2;admin
1790;41;Identifica la oración y  el culto como formas de relación de amistad con Dios.;;2;2;2-2;2;admin
1791;42;Asocia las acciones religiosas presentes en la cultura como formas de expresión de la búsqueda de Dios.;;2;2;2-2;2;admin
1792;42;Relata y explica pasajes bíblicos donde se manifiesta la amistad de Dios.;;2;2;2-2;2;admin
1793;42;Establece   pautas    de comportamiento basadas en los mandamientos de la alianza de Dios con su pueblo;;2;2;2-2;2;admin
1794;43;Demuestra interés por la lectura de pasajes bíblicos.;;2;2;2-2;2;admin
1795;43;Demuestra actitudes de  perdón respecto a sus compañeros como expresión de amistad con Dios.;;2;2;2-2;2;admin
1796;43;Demuestra respeto por los símbolos y acciones religiosas a favor de la amistad.;;2;2;2-2;2;admin
1797;44;Proyecta en el grupo iniciativas de orden religioso.;;2;2;2-2;2;admin
1798;44;Relaciona la alianza con las normas de convivencia y amistad en el medio escolar;;2;2;2-2;2;admin
1799;44;Relaciona los pactos y acuerdos humanos con el pacto de alianza entre Dios y su pueblo.;;2;2;2-2;2;admin
1800;41;Identifica la vida de Jesucristo como una manifestación del amor de Dios hacia los seres humanos.;;2;2;2-2;2;admin
1801;41;Enuncia el principal mandamiento de Jesús.;;2;2;2-2;2;admin
1802;41;Reconoce que la  Oración del Padre Nuestro fue enseñada por  Jesús a sus amigos y que a través de  ella El les mostró a Dios como Padre.;;2;2;2-2;2;admin
1803;41;Reconoce a la  Virgen María como modelo de amistad con Dios y con los seres humanos.;;2;2;2-2;2;admin
1804;41;Conoce pasajes de los Evangelios  donde se narra la  amistad de Jesús con las personas.;;2;2;2-2;2;admin
1805;42;Explica por qué el sacrificio de Jesucristo en la cruz es la mayor manifestación del  amor de Dios a los  seres humanos.;;2;2;2-2;2;admin
1806;42;Explica mediante ejemplos de la vida cotidiana el significado del mandamiento del amor.;;2;2;2-2;2;admin
1807;42;Relaciona las formas de oración cristiana con la enseñanza de ;;2;2;2-2;2;admin
1808;42;de oración cristiana con la enseñanza de Jesús.;;2;2;2-2;2;admin
1809;42;Da razones por las cuales se dice que María es ejemplo de amistad con Dios y  con los seres humanos.;;2;2;2-2;2;admin
1810;42;Habla de María como Virgen orante. Madre y Discípula de Jesús.;;2;2;2-2;2;admin
1811;43;Valora el sacrificio de Jesús como  manifestación del amor de  Dios.;;2;2;2-2;2;admin
1812;43;Valora   las   actitudes humanas de sacrificio hechas por el bien de otros.;;2;2;2-2;2;admin
1813;43;Manifiesta actitudes de compromiso  con sus compañeros al poner en práctica el mandamiento de Jesús.;;2;2;2-2;2;admin
1814;43;Manifiesta admiración y respeto por María, como madre de Jesús y amiga de los seres humanos.;;2;2;2-2;2;admin
1815;43;Valora las cualidades de la   Virgen María.;;2;2;2-2;2;admin
1816;43;Participa en acciones de oración;;2;2;2-2;2;admin
1817;44;Hace referencia a frases de Jesús para iluminar situaciones de la convivencia escolar.;;2;2;2-2;2;admin
1818;44;Promueve iniciativas para aplicar y difundir la enseñanza de Jesús sobre la amistad.;;2;2;2-2;2;admin
1819;44;Elabora oraciones y las comparte en el grupo.;;2;2;2-2;2;admin
1820;41;Comprende que la Iglesia es una  comunidad unida en el amor de Jesús.;;2;2;2-2;2;admin
1821;41;Identifica episodios narrados en el Nuevo Testamento sobre la unidad y amistad,  característica de las primeras comunidades cristianas.;;2;2;2-2;2;admin
1822;41;Comprende que el  amor y el perdón son regalos del Espíritu Santo.;;2;2;2-2;2;admin
1823;41;Reconoce la  presencia de la Virgen María en la Iglesia.;;2;2;2-2;2;admin
1824;41;Descubre que la  Iglesia en sus comienzos se  organiza como comunidad de amistad en Jesús.;;2;2;2-2;2;admin
1825;42;Enuncia situaciones en las que se  manifiesta la unidad y amor en los  miembros de la   Iglesia.;;2;2;2-2;2;admin
1826;42;Explica por qué el sacramento de la  penitencia restablece la amistad con Dios y con los hermanos.;;2;2;2-2;2;admin
1827;42;Explica de qué forma la Iglesia acompaña a las personas que sufren.;;2;2;2-2;2;admin
1828;42;Narra hechos de la  vida de su comunidad de fe.;;2;2;2-2;2;admin
1829;42;Relaciona la  celebración de la Eucaristía con la Nueva Alianza o  pacto de amistad con Dios.;;2;2;2-2;2;admin
1830;43;Promueve la participación de su familia en la vida de la Iglesia.;;2;2;2-2;2;admin
1831;43;Participa en  acciones de solidaridad    y    de fomento de la  amistad.;;2;2;2-2;2;admin
1832;43;Valora la importancia de  los  sacramentos como vivencia de la amistad con Dios;;2;2;2-2;2;admin
1833;44;Demuestra    interés    en participar  en   actividades  y celebraciones  propias de la Iglesia.;;2;2;2-2;2;admin
1834;44;Respeta la  identidad religiosa de sus compañeros. ;;2;2;2-2;2;admin
1835;44;Sabe invocar la  acción del Espíritu Santo para su  vida.;;2;2;2-2;2;admin
1836;44;Manifiesta sentimientos de solidaridad con los enfermos y con los que sufren.;;2;2;2-2;2;admin
1837;44;Aprecia la importancia que tiene en la  Iglesia el camino que siguen los que se han alejado de Dios para restablecer la  amistad con Él.;;2;2;2-2;2;admin
1838;41;Conoce el sentido de las fiestas  patrias.;;2;2;2-2;2;admin
1839;41;Describe y  Reconoce qué es una fiesta.;;2;2;2-2;2;admin
1840;41;Establece criterios  o patrones de   clasificación de las fiestas y  celebraciones.;;2;2;2-2;2;admin
1841;41;Distingue una fiesta  popular de una  fiesta familiar y de una fiesta religiosa.;;2;2;2-2;2;admin
1842;41;Interpreta el sentido  y la significación de las fiestas.;;2;2;2-2;2;admin
1843;41;Conoce la   importancia de las celebraciones alusivas a los derechos humanos.;;2;2;2-2;2;admin
1844;41;Reconoce las celebraciones propias   de   su    entorno cultural.;;2;2;2-2;2;admin
1845;42;Es capaz de  explicar los motivos por los cuales vale  la pena celebrar  una fiesta.;;2;2;2-2;2;admin
1846;42;Hace uso de los  recursos que le proporciona la  escuela y la naturaleza en  los   eventos celebrativos.;;2;2;2-2;2;admin
1847;42;Investiga el origen,  la historia y el  sentido de las diferentes celebraciones, fiestas en la parroquia y en el colegio.;;2;2;2-2;2;admin
1848;42;Establece    relaciones entre elementos del culto,  lugares, acciones y personas.;;2;2;2-2;2;admin
1849;42;Explica cuál es el comportamiento correcto en celebraciones religiosas sociales y civiles.;;2;2;2-2;2;admin
1850;43;Toma iniciativas y comparte  positivamente en la organización y realización de eventos.;;2;2;2-2;2;admin
1851;43;Participa activamente a través de expresiones lúdicas y  artísticas en las celebraciones  escolares.;;2;2;2-2;2;admin
1852;43;Utiliza      correctamente elementos del lenguaje concordantes  con la fiesta que se celebra.;;2;2;2-2;2;admin
1853;43;Construye oraciones pidiendo por la patria y el bien común. ;;2;2;2-2;2;admin
1854;43;Distingue el  protocolo a seguir de  acuerdo a los lugares donde se realizan celebraciones y eventos.;;2;2;2-2;2;admin
1855;43;Tiene disposición alegre para las celebraciones y asume tares en ellas.;;2;2;2-2;2;admin
1856;44;Manifiesta actitudes y comportamientos adecuados para cada tipo de celebración.;;2;2;2-2;2;admin
1857;44;Participa activamente en los   eventos   y  celebraciones de la  convivencia escolar  poniendo al servicio  de ésta lo  que sabe  hacer.;;2;2;2-2;2;admin
1858;44;Contribuye con alegría en las celebraciones que   promueven el respeto    por    los derechos humanos y el medio ambiente.;;2;2;2-2;2;admin
1859;44;Respeta las  expresiones de culto y de  religiosidad de las     diversas identidades  religiosas. ;;2;2;2-2;2;admin
1860;44;Promueve  la integración y   favorece la actitud   de olvido y perdón  de las discordias;;2;2;2-2;2;admin
1861;41;Identifica las  características de  la oración de María en el Magníficat.;;3;3;3-3;3;admin
1862;41;Conoce el sentido de pasajes de los  Evangelios en los cuales se anuncia  la salvación como  una gran celebración.;;3;3;3-3;3;admin
1863;41;Explica los motivos  por los cuales  Jesús alaba a Dios Padre movido por  el Espíritu Santo. ;;3;3;3-3;3;admin
1864;41;Conoce los hechos y lugares de la  pasión, muerte y  resurrección de Jesús por nuestra salvación.;;3;3;3-3;3;admin
1865;41;Distingue los  aspectos característicos   de   las celebraciones  de Cristo resucitado con sus discípulos.;;3;3;3-3;3;admin
1866;42;Relaciona la oración de María con la obra que Dios ha hecho en ella.;;3;3;3-3;3;admin
1867;42;Describe gráficamente,  dramatiza y explica episodios de la vida   de Jesús.;;3;3;3-3;3;admin
1868;42;"Explica la frase ""creo en Jesucristo, que  nació de Santa María Virgen"".";;3;3;3-3;3;admin
1869;42;Establece relaciones  entre los relatos  sobre el nacimiento de Jesús y la  celebración de la navidad.;;3;3;3-3;3;admin
1870;42;Explica el sentido del  sacrificio de Jesús por todos nosotros.;;3;3;3-3;3;admin
1871;42;Explica la acción del  Espíritu Santo en las celebraciones de Cristo con sus  discípulos.;;3;3;3-3;3;admin
1872;43;Recita   el   canto   del Magníficat. ;;3;3;3-3;3;admin
1873;43;Sabe orar con las mismas palabras de Jesús.;;3;3;3-3;3;admin
1874;43;Agradece a Dios Padre por la  obra  de  su  Hijo Jesucristo.;;3;3;3-3;3;admin
1875;43;Incorpora el  sentido de alabanza y  agradecimiento a Dios en los diversos momentos de la vida cotidiana.;;3;3;3-3;3;admin
1876;43;Manifiesta   deseos  de  seguir los pasos de Cristo con actitudes de solidaridad, justicia y bondad.;;3;3;3-3;3;admin
1877;43;Realiza acciones concretas que representan algún sacrificio a favor  de otros.;;3;3;3-3;3;admin
1878;44;Relaciona  el sentido de las celebración de su entorno  con las parábolas del Reino, contenidas en los Evangelios.;;3;3;3-3;3;admin
1879;44;Admira y respeta la forma como los cristianos celebran las fiestas de Jesús..;;3;3;3-3;3;admin
1880;44;Fomenta en su  medio escolar un    sentido celebrativo y religioso basado en la vida de Jesús.;;3;3;3-3;3;admin
1881;44;Participa activa y respetuosamente  en las celebraciones  religiosas comunitarias.;;3;3;3-3;3;admin
1882;41;Distingue los diversos momentos    del  año litúrgico y los símbolos y acciones que les son propios. ;;3;3;3-3;3;admin
1883;41;Comprende y puede diferenciar el rol del sacerdote y de los  laicos en las  celebraciones litúrgicas.;;3;3;3-3;3;admin
1884;41;Explica  el motivo e importancia de la celebración Eucarística para la vida de la Iglesia. .;;3;3;3-3;3;admin
1885;41;Diferencia con sentido los distintos  momentos de la celebración eucarística y la forma de participar en ellos. ;;3;3;3-3;3;admin
1886;41;Conoce el sentido festivo y la gracia que otorga cada sacramento para la vida cristiana.;;3;3;3-3;3;admin
1887;42;Establece la relación entre los relatos del  Nuevo Testamento y las celebraciones de  la Iglesia.;;3;3;3-3;3;admin
1888;42;Relaciona y distingue entre el alimento eucarístico y el alimento cotidiano.;;3;3;3-3;3;admin
1889;42;Argumenta por qué la Eucaristía es la  celebración central de la Iglesia y su importancia  para  la  vida cristiana de la  familia.;;3;3;3-3;3;admin
1890;42;Establece las diferencias y semejanzas entre celebraciones patrias, sociales y  celebraciones  litúrgicas.;;3;3;3-3;3;admin
1891;42;Reconoce el sagrario como lugar del templo en que Jesús está presente.;;3;3;3-3;3;admin
1892;43;Reconoce la importancia de los sacramentos en la vida del cristiano y de la Iglesia.;;3;3;3-3;3;admin
1893;43;Valora la necesidad del sacerdote, de los  Obispos y del  Papa como ministros del altar.;;3;3;3-3;3;admin
1894;43;Guarda respeto y  participa activamente en los diferentes   momentos de la celebración  eucarística.;;3;3;3-3;3;admin
1895;43;Manifiesta sentido   de identidad y pertenencia en relación con las celebraciones distintivas del cristiano.;;3;3;3-3;3;admin
1896;43;Posee criterios que le permiten  desarrollar ideas sobre la vida, la  muerte y la Resurrección como dimensiones de      la     celebración eucarística.;;3;3;3-3;3;admin
1897;44;Promueve en su familia la participación en la misa dominical.;;3;3;3-3;3;admin
1898;44;Confronta las celebraciones de su parroquia con el desarrollo del contenido sobre el año litúrgico.;;3;3;3-3;3;admin
1899;44;Respeta las  expresiones de culto de credos religiosos distintos  al suyo y el de su  familia.;;3;3;3-3;3;admin
1900;44;Participa en  las celebraciones de su  comunidad de fe (parroquia) y  de comunidad escolar.;;3;3;3-3;3;admin
1901;44;Proyecta actitudes de tolerancia, alegría, perdón,  solidaridad y amor, como efecto de su  participación en la Eucaristía.;;3;3;3-3;3;admin
1902;41;Descubre la conciencia personal como el ámbito en el cual debe valorarse  a sí mismo.;;4;4;4-4;4;admin
1903;41;Comprende que el hombre  y la mujer son iguales en  dignidad  y diferentes en su forma de realizarse  como personas.;;4;4;4-4;4;admin
1904;41;Descubre por qué la vocación es un llamado de Dios a cada uno para que  se realice como  persona.;;4;4;4-4;4;admin
1905;41;Comprende la relación entre vocación y las diferentes profesiones y oficios del mundo adulto. ;;4;4;4-4;4;admin
1906;42;Explica con sus   propias palabras la  relación entre sus  actos y la voluntad de Dios.;;4;4;4-4;4;admin
1907;42;Establece patrones de comparación entre el hombre y la mujer, respetuosos de su igual dignidad y oportunidades para realizarse.;;4;4;4-4;4;admin
1908;42;Explica el camino seguido por adultos que se han realizado plenamente en una vocación específica. ;;4;4;4-4;4;admin
1909;42;Establece la relación entre vocación, realización personal y servicio a la comunidad.;;4;4;4-4;4;admin
1910;42;Explica y da argumentos sobre lo que quiere ser en su vida.;;4;4;4-4;4;admin
1911;43;Reconoce sus  errores y se esfuerza por corregirlos.;;4;4;4-4;4;admin
1912;43;Integra sus   capacidades y fortalezas hacia  su vocación personal.;;4;4;4-4;4;admin
1913;43;Valora el trabajo  digno y diverso de cada persona como camino de realización y  servicio.;;4;4;4-4;4;admin
1914;43;Reconoce su vida de estudiante como un camino para realizar su vocación.;;4;4;4-4;4;admin
1915;43;Comprende su  propia vida como  un don de Dios y  como una tarea. ;;4;4;4-4;4;admin
1916;43;Hace oración  personal para  buscar la voluntad de Dios.;;4;4;4-4;4;admin
1917;44;Se preocupa  porque todos sus compañeros tengan igualdad de oportunidades  para descubrir su vocación.;;4;4;4-4;4;admin
1918;44;Reconoce las personas y medios que ofrece la comunidad escolar y  de su  entorno como  ayudas a la búsqueda de su  vocación.;;4;4;4-4;4;admin
1919;44;Sabe interrogar a los adultos sobre la  forma como han  realizado su vocación.;;4;4;4-4;4;admin
1920;44;Asume una actitud  crítica frente a comportamientos y circunstancias que obstaculizan la  realización de la vocación personal.;;4;4;4-4;4;admin
1921;41;Descubre que la  Biblia es inspirada  por Dios con la  cooperación del   hombre y que su  mensaje es actual.;;4;4;4-4;4;admin
1922;41;Identifica algunas  formas de escribir  y de narrar en la Biblia.;;4;4;4-4;4;admin
1923;41;Narra los  acontecimientos centrales de la   historia de la  salvación en el  Antiguo Testamento.;;4;4;4-4;4;admin
1924;41;Reconoce la   paternidad y  fidelidad como atributos de Dios,  en la relación con  su pueblo elegido. ;;4;4;4-4;4;admin
1925;41;Reconoce que Dios sigue presente  y  actúa  en nuestra historia. ;;4;4;4-4;4;admin
1926;42;Sabe usar la Biblia y encontrar textos referidos a la vocación.;;4;4;4-4;4;admin
1927;42;Analiza los acontecimientos centrales de la Historia de Israel.;;4;4;4-4;4;admin
1928;42;Explica las formas a  través de las cuales Dios se comunica con  su  pueblo.;;4;4;4-4;4;admin
1929;42;Justifica la necesidad  de aprender y  cumplir  los  mandamientos.;;4;4;4-4;4;admin
1930;42;Distingue la diferencia entre la   Biblia sobre  otros  documentos o  libros de carácter religioso.;;4;4;4-4;4;admin
1931;42;Explica la necesidad de  usar la Biblia en  forma  comunitaria y  eclesial. ;;4;4;4-4;4;admin
1932;43;Se identifica con algunos personajes bíblicos.;;4;4;4-4;4;admin
1933;43;Se interesa por leer y conocer más la  Biblia.;;4;4;4-4;4;admin
1934;43;Es creativo para expresar historias bíblicas.;;4;4;4-4;4;admin
1935;43;Confronta su vida con la historia  vocacional de personajes del  Antiguo Testamento;;4;4;4-4;4;admin
1936;43;Justifica su comportamiento en  la pertenencia al  pueblo de Dios y la vivencia de sus  mandamientos. ;;4;4;4-4;4;admin
1937;43;Elabora sus propias  oraciones como medio para   comunicarse con  Dios.;;4;4;4-4;4;admin
1938;44;Relaciona la  Historia de Israel con la historia de su pueblo y  cultura.;;4;4;4-4;4;admin
1939;44;Relaciona formas de pensar y de vivir de su entorno,     con las exigencias    de los mandamientos de la ley de Dios. ;;4;4;4-4;4;admin
